iteration,strategy,constraint,selected_threshold,in_bag_sensitivity,in_bag_specificity,in_bag_mcc,n_oob,events_oob,oob_threshold,oob_tp,oob_fp,oob_tn,oob_fn,oob_sensitivity_rule_out,oob_specificity_rule_in,oob_positive_predictive_value,oob_negative_predictive_value,oob_balanced_accuracy,oob_f1_score,oob_mcc
804,Rule-in,in-bag specificity >=90%; maximize MCC,0.5017265857209056,0.3611111111111111,1.0,0.561672672004069,66,13,0.5017265857209056,2,1,52,11,0.15384615384615385,0.9811320754716981,0.6666666666666666,0.8253968253968254,0.567489114658926,0.25,0.25771662513444693
805,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11779649650542809,0.9166666666666666,0.5031446540880503,0.32942450401917156,76,15,0.11779649650542809,15,37,24,0,1.0,0.39344262295081966,0.28846153846153844,1.0,0.6967213114754098,0.44776119402985076,0.33688731693659296
805,Rule-in,in-bag specificity >=90%; maximize MCC,0.4092721774978286,0.5277777777777778,0.949685534591195,0.5363561888843887,76,15,0.4092721774978286,8,4,57,7,0.5333333333333333,0.9344262295081968,0.6666666666666666,0.890625,0.733879781420765,0.5925925925925926,0.5105668480965325
806,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1473437973702251,0.9444444444444444,0.5723270440251572,0.40142720072233307,65,12,0.1473437973702251,10,25,28,2,0.8333333333333334,0.5283018867924528,0.2857142857142857,0.9333333333333333,0.6808176100628931,0.425531914893617,0.28145218764883506
806,Rule-in,in-bag specificity >=90%; maximize MCC,0.35900505070859384,0.5,0.9433962264150944,0.49808708649417444,65,12,0.35900505070859384,7,6,47,5,0.5833333333333334,0.8867924528301887,0.5384615384615384,0.9038461538461539,0.7350628930817611,0.56,0.45600466178793286
807,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08871298896707197,0.9444444444444444,0.4716981132075472,0.3302977219296786,74,10,0.08871298896707197,9,41,23,1,0.9,0.359375,0.18,0.9583333333333334,0.6296875,0.3,0.18942071780386993
807,Rule-in,in-bag specificity >=90%; maximize MCC,0.3817610520137585,0.4722222222222222,0.9056603773584906,0.3958566230915592,74,10,0.3817610520137585,6,2,62,4,0.6,0.96875,0.75,0.9393939393939394,0.784375,0.6666666666666666,0.6261731414156176
808,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12113685930267315,0.9166666666666666,0.5660377358490566,0.374963947125019,74,15,0.12113685930267315,13,23,36,2,0.8666666666666667,0.6101694915254238,0.3611111111111111,0.9473684210526315,0.7384180790960453,0.5098039215686274,0.38352861040325587
808,Rule-in,in-bag specificity >=90%; maximize MCC,0.409001372527521,0.5833333333333334,0.9811320754716981,0.6666278745747897,74,15,0.409001372527521,5,3,56,10,0.3333333333333333,0.9491525423728814,0.625,0.8484848484848485,0.6412429378531074,0.43478260869565216,0.365722274489628
809,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.07164115632484439,1.0,0.4276729559748428,0.3481811730302363,69,13,0.07164115632484439,11,40,16,2,0.8461538461538461,0.2857142857142857,0.21568627450980393,0.8888888888888888,0.5659340659340659,0.34375,0.1174313903400205
809,Rule-in,in-bag specificity >=90%; maximize MCC,0.3045066729566844,0.6944444444444444,0.9182389937106918,0.6001286063994264,69,13,0.3045066729566844,5,11,45,8,0.38461538461538464,0.8035714285714286,0.3125,0.8490566037735849,0.5940934065934066,0.3448275862068966,0.17436405137939306
810,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08163284302150907,0.9444444444444444,0.5220125786163522,0.36496871913023504,78,15,0.08163284302150907,13,23,40,2,0.8666666666666667,0.6349206349206349,0.3611111111111111,0.9523809523809523,0.7507936507936508,0.5098039215686274,0.3965395796084158
810,Rule-in,in-bag specificity >=90%; maximize MCC,0.3772126084918991,0.6666666666666666,0.949685534591195,0.6456690551396306,78,15,0.3772126084918991,3,2,61,12,0.2,0.9682539682539683,0.6,0.8356164383561644,0.5841269841269842,0.3,0.27072900544656237
811,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.15255704950667784,0.9166666666666666,0.6540880503144654,0.4450062360995843,77,17,0.15255704950667784,13,22,38,4,0.7647058823529411,0.6333333333333333,0.37142857142857144,0.9047619047619048,0.6990196078431372,0.5,0.3315639312755171
811,Rule-in,in-bag specificity >=90%; maximize MCC,0.5274893587659513,0.3611111111111111,0.9811320754716981,0.4838359304374838,77,17,0.5274893587659513,4,3,57,13,0.23529411764705882,0.95,0.5714285714285714,0.8142857142857143,0.5926470588235294,0.3333333333333333,0.26733983660370203
812,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.062318575807084074,0.9444444444444444,0.3584905660377358,0.25586083954831673,76,12,0.062318575807084074,11,38,26,1,0.9166666666666666,0.40625,0.22448979591836735,0.9629629629629629,0.6614583333333333,0.36065573770491804,0.24603174603174602
812,Rule-in,in-bag specificity >=90%; maximize MCC,0.3834905763137791,0.5,0.949685534591195,0.5132496994556273,76,12,0.3834905763137791,4,5,59,8,0.3333333333333333,0.921875,0.4444444444444444,0.8805970149253731,0.6276041666666666,0.38095238095238093,0.2880161264755943
813,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13621065600407226,0.9722222222222222,0.559748427672956,0.4140202470486487,70,14,0.13621065600407226,12,28,28,2,0.8571428571428571,0.5,0.3,0.9333333333333333,0.6785714285714286,0.4444444444444444,0.2886751345948129
813,Rule-in,in-bag specificity >=90%; maximize MCC,0.4250478306940429,0.3611111111111111,0.9811320754716981,0.4838359304374838,70,14,0.4250478306940429,4,6,50,10,0.2857142857142857,0.8928571428571429,0.4,0.8333333333333334,0.5892857142857143,0.3333333333333333,0.2041241452319315
814,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.2533567958080526,0.9166666666666666,0.7547169811320755,0.539761330885392,71,13,0.2533567958080526,7,16,42,6,0.5384615384615384,0.7241379310344828,0.30434782608695654,0.875,0.6312997347480106,0.3888888888888889,0.21701761215555632
814,Rule-in,in-bag specificity >=90%; maximize MCC,0.4086586289292846,0.5277777777777778,0.9559748427672956,0.55213225244469,71,13,0.4086586289292846,4,3,55,9,0.3076923076923077,0.9482758620689655,0.5714285714285714,0.859375,0.6279840848806366,0.4,0.3320722838557765
815,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12875565539911565,0.9444444444444444,0.5911949685534591,0.41568956648325417,69,16,0.12875565539911565,14,23,30,2,0.875,0.5660377358490566,0.3783783783783784,0.9375,0.7205188679245282,0.5283018867924528,0.37324828841358615
815,Rule-in,in-bag specificity >=90%; maximize MCC,0.36306474275838074,0.4722222222222222,0.9308176100628931,0.4459236751932957,69,16,0.36306474275838074,6,2,51,10,0.375,0.9622641509433962,0.75,0.8360655737704918,0.6686320754716981,0.5,0.444588470537484
816,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.10008530016543503,0.9166666666666666,0.6226415094339622,0.41893366079440236,68,12,0.10008530016543503,10,24,32,2,0.8333333333333334,0.5714285714285714,0.29411764705882354,0.9411764705882353,0.7023809523809523,0.43478260869565216,0.3086066999241838
816,Rule-in,in-bag specificity >=90%; maximize MCC,0.42525641405149145,0.5555555555555556,0.9748427672955975,0.6263949944936742,68,12,0.42525641405149145,3,3,53,9,0.25,0.9464285714285714,0.5,0.8548387096774194,0.5982142857142857,0.3333333333333333,0.2640084484055256
817,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08784997936070768,0.9444444444444444,0.49056603773584906,0.3431275749295846,67,10,0.08784997936070768,8,22,35,2,0.8,0.6140350877192983,0.26666666666666666,0.9459459459459459,0.7070175438596491,0.4,0.29669695265252094
817,Rule-in,in-bag specificity >=90%; maximize MCC,0.371625591654384,0.5555555555555556,0.9622641509433962,0.5910148054337526,67,10,0.371625591654384,4,2,55,6,0.4,0.9649122807017544,0.6666666666666666,0.9016393442622951,0.6824561403508772,0.5,0.45539196587621483
818,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13028415450840466,0.9444444444444444,0.5786163522012578,0.40614150122591003,74,15,0.13028415450840466,13,29,30,2,0.8666666666666667,0.5084745762711864,0.30952380952380953,0.9375,0.6875706214689266,0.45614035087719296,0.3044155366271659
818,Rule-in,in-bag specificity >=90%; maximize MCC,0.4092170500808792,0.5277777777777778,0.9433962264150944,0.5213073914158294,74,15,0.4092170500808792,5,10,49,10,0.3333333333333333,0.8305084745762712,0.3333333333333333,0.8305084745762712,0.5819209039548022,0.3333333333333333,0.1638418079096045
819,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13101193970981076,0.9722222222222222,0.5471698113207547,0.40495976122560884,71,12,0.13101193970981076,11,24,35,1,0.9166666666666666,0.5932203389830508,0.3142857142857143,0.9722222222222222,0.7549435028248588,0.46808510638297873,0.3822128645675223
819,Rule-in,in-bag specificity >=90%; maximize MCC,0.4046461009841162,0.16666666666666666,1.0,0.3744484480027127,71,12,0.4046461009841162,6,1,58,6,0.5,0.9830508474576272,0.8571428571428571,0.90625,0.7415254237288136,0.631578947368421,0.6072541202708767
820,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.14349374764870354,1.0,0.5786163522012578,0.44970528298661416,69,14,0.14349374764870354,12,26,29,2,0.8571428571428571,0.5272727272727272,0.3157894736842105,0.9354838709677419,0.6922077922077922,0.46153846153846156,0.3107947709219685
820,Rule-in,in-bag specificity >=90%; maximize MCC,0.5168061683612886,0.19444444444444445,1.0,0.4055247891435604,69,14,0.5168061683612886,3,6,49,11,0.21428571428571427,0.8909090909090909,0.3333333333333333,0.8166666666666667,0.5525974025974025,0.2608695652173913,0.12561536840379356
821,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.07436790799261597,1.0,0.39622641509433965,0.32872747005868486,77,17,0.07436790799261597,17,35,25,0,1.0,0.4166666666666667,0.3269230769230769,1.0,0.7083333333333334,0.4927536231884058,0.36907715821755854
821,Rule-in,in-bag specificity >=90%; maximize MCC,0.5039096792027473,0.2222222222222222,0.9937106918238994,0.39929229640645186,77,17,0.5039096792027473,2,0,60,15,0.11764705882352941,1.0,1.0,0.8,0.5588235294117647,0.21052631578947367,0.3067859955389482
822,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.10355560876529737,1.0,0.44025157232704404,0.35607927885540974,68,15,0.10355560876529737,15,33,20,0,1.0,0.37735849056603776,0.3125,1.0,0.6886792452830188,0.47619047619047616,0.3434014098717225
822,Rule-in,in-bag specificity >=90%; maximize MCC,0.37797183898605974,0.2777777777777778,0.9433962264150944,0.2893681706584953,68,15,0.37797183898605974,6,2,51,9,0.4,0.9622641509433962,0.75,0.85,0.6811320754716981,0.5217391304347826,0.46621721393148685
823,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13733544807617673,0.9166666666666666,0.6540880503144654,0.4450062360995843,71,15,0.13733544807617673,11,22,34,4,0.7333333333333333,0.6071428571428571,0.3333333333333333,0.8947368421052632,0.6702380952380952,0.4583333333333333,0.2786619179123149
823,Rule-in,in-bag specificity >=90%; maximize MCC,0.45011416848926733,0.5555555555555556,0.9811320754716981,0.6455698767385333,71,15,0.45011416848926733,3,3,53,12,0.2,0.9464285714285714,0.5,0.8153846153846154,0.5732142857142857,0.2857142857142857,0.21489839152799328
824,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.23716204397247223,0.9166666666666666,0.7547169811320755,0.539761330885392,72,15,0.23716204397247223,7,14,43,8,0.4666666666666667,0.7543859649122807,0.3333333333333333,0.8431372549019608,0.6105263157894737,0.3888888888888889,0.19750769080138778
824,Rule-in,in-bag specificity >=90%; maximize MCC,0.4505701612529175,0.5833333333333334,0.9748427672955975,0.6477785826344268,72,15,0.4505701612529175,3,3,54,12,0.2,0.9473684210526315,0.5,0.8181818181818182,0.5736842105263158,0.2857142857142857,0.2165408787114111
825,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1203377182672623,0.9444444444444444,0.5723270440251572,0.40142720072233307,74,16,0.1203377182672623,11,21,37,5,0.6875,0.6379310344827587,0.34375,0.8809523809523809,0.6627155172413793,0.4583333333333333,0.2704165828570287
825,Rule-in,in-bag specificity >=90%; maximize MCC,0.37767920725169674,0.5555555555555556,0.9433962264150944,0.5440707115806459,74,16,0.37767920725169674,9,2,56,7,0.5625,0.9655172413793104,0.8181818181818182,0.8888888888888888,0.7640086206896552,0.6666666666666666,0.6110200685800697
826,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.15672552976341864,0.9166666666666666,0.5157232704402516,0.3383137003173527,62,10,0.15672552976341864,10,20,32,0,1.0,0.6153846153846154,0.3333333333333333,1.0,0.8076923076923077,0.5,0.4529108136578383
826,Rule-in,in-bag specificity >=90%; maximize MCC,0.3271658806480551,0.3611111111111111,0.9308176100628931,0.3447648339258661,62,10,0.3271658806480551,7,2,50,3,0.7,0.9615384615384616,0.7777777777777778,0.9433962264150944,0.8307692307692307,0.7368421052631579,0.6907129224470067
827,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1398141114348189,0.9444444444444444,0.49056603773584906,0.3431275749295846,73,14,0.1398141114348189,12,21,38,2,0.8571428571428571,0.6440677966101694,0.36363636363636365,0.95,0.7506053268765133,0.5106382978723404,0.39648188717632965
827,Rule-in,in-bag specificity >=90%; maximize MCC,0.43687345229177565,0.2777777777777778,0.9559748427672956,0.3214932352225922,73,14,0.43687345229177565,3,3,56,11,0.21428571428571427,0.9491525423728814,0.5,0.835820895522388,0.5817191283292978,0.3,0.2342775740733788
828,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12078443613478615,0.9166666666666666,0.5974842767295597,0.39897119778844686,69,13,0.12078443613478615,10,22,34,3,0.7692307692307693,0.6071428571428571,0.3125,0.918918918918919,0.6881868131868132,0.4444444444444444,0.2951270535294549
828,Rule-in,in-bag specificity >=90%; maximize MCC,0.4511225706792847,0.3611111111111111,0.9748427672955975,0.46205642102619193,69,13,0.4511225706792847,6,4,52,7,0.46153846153846156,0.9285714285714286,0.6,0.8813559322033898,0.695054945054945,0.5217391304347826,0.4333378702763101
829,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11970394222712416,0.9166666666666666,0.5534591194968553,0.365617116681894,67,10,0.11970394222712416,10,32,25,0,1.0,0.43859649122807015,0.23809523809523808,1.0,0.7192982456140351,0.38461538461538464,0.3231528059706172
829,Rule-in,in-bag specificity >=90%; maximize MCC,0.40077056918607046,0.3333333333333333,0.9937106918238994,0.5086846840791568,67,10,0.40077056918607046,1,2,55,9,0.1,0.9649122807017544,0.3333333333333333,0.859375,0.5324561403508772,0.15384615384615385,0.11184425522529347
830,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.15235712294709672,0.9722222222222222,0.5220125786163522,0.38724159698718646,63,13,0.15235712294709672,13,24,26,0,1.0,0.52,0.35135135135135137,1.0,0.76,0.52,0.427437366993929
830,Rule-in,in-bag specificity >=90%; maximize MCC,0.31234146395469803,0.4444444444444444,0.9245283018867925,0.40823181708202877,63,13,0.31234146395469803,9,7,43,4,0.6923076923076923,0.86,0.5625,0.9148936170212766,0.7761538461538462,0.6206896551724138,0.5134862870023342
831,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08257414130416847,0.9444444444444444,0.5345911949685535,0.37389196643118083,75,15,0.08257414130416847,11,29,31,4,0.7333333333333333,0.5166666666666667,0.275,0.8857142857142857,0.625,0.4,0.20044593143431827
831,Rule-in,in-bag specificity >=90%; maximize MCC,0.38705165787179585,0.4444444444444444,0.9937106918238994,0.6026196068297917,75,15,0.38705165787179585,3,2,58,12,0.2,0.9666666666666667,0.6,0.8285714285714286,0.5833333333333334,0.3,0.2672612419124244
832,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12153303267664135,0.9444444444444444,0.5345911949685535,0.37389196643118083,76,14,0.12153303267664135,14,32,30,0,1.0,0.4838709677419355,0.30434782608695654,1.0,0.7419354838709677,0.4666666666666667,0.3837513220027391
832,Rule-in,in-bag specificity >=90%; maximize MCC,0.35119668358437106,0.5555555555555556,0.9245283018867925,0.5029190939693041,76,14,0.35119668358437106,6,3,59,8,0.42857142857142855,0.9516129032258065,0.6666666666666666,0.8805970149253731,0.6900921658986175,0.5217391304347826,0.45613712532851836
833,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11821558005758788,0.9166666666666666,0.5534591194968553,0.365617116681894,74,17,0.11821558005758788,10,23,34,7,0.5882352941176471,0.5964912280701754,0.30303030303030304,0.8292682926829268,0.5923632610939112,0.4,0.15632996986002945
833,Rule-in,in-bag specificity >=90%; maximize MCC,0.32524643046732177,0.7222222222222222,0.9748427672955975,0.7495843034071377,74,17,0.32524643046732177,3,4,53,14,0.17647058823529413,0.9298245614035088,0.42857142857142855,0.7910447761194029,0.5531475748194015,0.25,0.15278788348791897
834,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.09162832521141437,0.9444444444444444,0.41509433962264153,0.29271113320924275,71,13,0.09162832521141437,13,32,26,0,1.0,0.4482758620689655,0.28888888888888886,1.0,0.7241379310344828,0.4482758620689655,0.3598637460328732
834,Rule-in,in-bag specificity >=90%; maximize MCC,0.3414124086915324,0.4722222222222222,0.9371069182389937,0.4598179841039601,71,13,0.3414124086915324,3,2,56,10,0.23076923076923078,0.9655172413793104,0.6,0.8484848484848485,0.5981432360742706,0.3333333333333333,0.2967010426694923
835,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.06901095735225644,0.9444444444444444,0.44025157232704404,0.3092777649257437,69,16,0.06901095735225644,15,37,16,1,0.9375,0.3018867924528302,0.28846153846153844,0.9411764705882353,0.6196933962264151,0.4411764705882353,0.23446173762829475
835,Rule-in,in-bag specificity >=90%; maximize MCC,0.40521339937870965,0.4444444444444444,0.9622641509433962,0.49876821735757887,69,16,0.40521339937870965,6,6,47,10,0.375,0.8867924528301887,0.5,0.8245614035087719,0.6308962264150944,0.42857142857142855,0.29149223989425516
836,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11254286639694148,0.9444444444444444,0.5534591194968553,0.387506635168686,70,12,0.11254286639694148,11,29,29,1,0.9166666666666666,0.5,0.275,0.9666666666666667,0.7083333333333333,0.4230769230769231,0.31732387941099616
836,Rule-in,in-bag specificity >=90%; maximize MCC,0.45934759584349133,0.3611111111111111,0.9937106918238994,0.5332818532708772,70,12,0.45934759584349133,3,5,53,9,0.25,0.9137931034482759,0.375,0.8548387096774194,0.5818965517241379,0.3,0.19402576001812696
837,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.14994644705486937,0.9166666666666666,0.6037735849056604,0.40389406997834776,72,12,0.14994644705486937,8,19,41,4,0.6666666666666666,0.6833333333333333,0.2962962962962963,0.9111111111111111,0.675,0.41025641025641024,0.26943012562182533
837,Rule-in,in-bag specificity >=90%; maximize MCC,0.3478473494603945,0.6111111111111112,0.9622641509433962,0.6343829657496299,72,12,0.3478473494603945,5,2,58,7,0.4166666666666667,0.9666666666666667,0.7142857142857143,0.8923076923076924,0.6916666666666667,0.5263157894736842,0.48221102489208245
838,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.1582582867853305,0.9166666666666666,0.6729559748427673,0.4613368640691173,68,11,0.1582582867853305,8,29,28,3,0.7272727272727273,0.49122807017543857,0.21621621621621623,0.9032258064516129,0.6092503987240829,0.3333333333333333,0.16154930269655318
838,Rule-in,in-bag specificity >=90%; maximize MCC,0.3839201679713296,0.5833333333333334,0.9119496855345912,0.50073648589042,68,11,0.3839201679713296,4,5,52,7,0.36363636363636365,0.9122807017543859,0.4444444444444444,0.8813559322033898,0.6379585326953747,0.4,0.2998230875497605
839,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.09128291209921362,0.9722222222222222,0.4779874213836478,0.3573372079818563,69,15,0.09128291209921362,14,26,28,1,0.9333333333333333,0.5185185185185185,0.35,0.9655172413793104,0.7259259259259259,0.509090909090909,0.37758052096000544
839,Rule-in,in-bag specificity >=90%; maximize MCC,0.36361692564125003,0.5555555555555556,0.949685534591195,0.5589992495270962,69,15,0.36361692564125003,6,6,48,9,0.4,0.8888888888888888,0.5,0.8421052631578947,0.6444444444444444,0.4444444444444444,0.3143730417143384
840,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11509397754429489,0.9166666666666666,0.5974842767295597,0.39897119778844686,80,13,0.11509397754429489,12,31,36,1,0.9230769230769231,0.5373134328358209,0.27906976744186046,0.972972972972973,0.730195177956372,0.42857142857142855,0.34064357760687125
840,Rule-in,in-bag specificity >=90%; maximize MCC,0.3934527159883961,0.5833333333333334,0.9559748427672956,0.5966911076383631,80,13,0.3934527159883961,2,10,57,11,0.15384615384615385,0.8507462686567164,0.16666666666666666,0.8382352941176471,0.5022962112514351,0.16,0.00474466806152653
841,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12994315072989604,0.9166666666666666,0.559748427672956,0.3702736433286524,64,10,0.12994315072989604,9,27,27,1,0.9,0.5,0.25,0.9642857142857143,0.7,0.391304347826087,0.29277002188455997
841,Rule-in,in-bag specificity >=90%; maximize MCC,0.3566521959777174,0.4722222222222222,0.949685534591195,0.4896354544795432,64,10,0.3566521959777174,5,5,49,5,0.5,0.9074074074074074,0.5,0.9074074074074074,0.7037037037037037,0.5,0.4074074074074074
842,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.12305657738424039,0.9444444444444444,0.6540880503144654,0.46621861527343345,77,14,0.12305657738424039,10,25,38,4,0.7142857142857143,0.6031746031746031,0.2857142857142857,0.9047619047619048,0.6587301587301587,0.40816326530612246,0.24590370452110583
842,Rule-in,in-bag specificity >=90%; maximize MCC,0.3969396649443915,0.6944444444444444,0.9433962264150944,0.6522432958713844,77,14,0.3969396649443915,7,9,54,7,0.5,0.8571428571428571,0.4375,0.8852459016393442,0.6785714285714286,0.4666666666666667,0.3395090476594445
843,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.07370719610207493,0.9722222222222222,0.44025157232704404,0.3325876799417338,70,15,0.07370719610207493,13,35,20,2,0.8666666666666667,0.36363636363636365,0.2708333333333333,0.9090909090909091,0.6151515151515152,0.4126984126984127,0.20356104306885459
843,Rule-in,in-bag specificity >=90%; maximize MCC,0.36141617612704485,0.5555555555555556,0.9308176100628931,0.5160795467372595,70,15,0.36141617612704485,9,8,47,6,0.6,0.8545454545454545,0.5294117647058824,0.8867924528301887,0.7272727272727273,0.5625,0.4349525666594791
844,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.09623255279413512,0.9722222222222222,0.4591194968553459,0.3448758090953705,76,15,0.09623255279413512,12,21,40,3,0.8,0.6557377049180327,0.36363636363636365,0.9302325581395349,0.7278688524590164,0.5,0.36596058251796043
844,Rule-in,in-bag specificity >=90%; maximize MCC,0.32976256983605373,0.3888888888888889,0.9622641509433962,0.4490681176655539,76,15,0.32976256983605373,2,3,58,13,0.13333333333333333,0.9508196721311475,0.4,0.8169014084507042,0.5420765027322404,0.2,0.1351033138402079
845,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.06798150641935756,0.9444444444444444,0.4968553459119497,0.34744702593127386,70,13,0.06798150641935756,12,23,34,1,0.9230769230769231,0.5964912280701754,0.34285714285714286,0.9714285714285714,0.7597840755735492,0.5,0.4040950971038548
845,Rule-in,in-bag specificity >=90%; maximize MCC,0.3714282735703799,0.5555555555555556,0.9685534591194969,0.6082428005957059,70,13,0.3714282735703799,3,3,54,10,0.23076923076923078,0.9473684210526315,0.5,0.84375,0.5890688259109311,0.3157894736842105,0.24745669886621616
846,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.07159269139618522,0.9722222222222222,0.5094339622641509,0.3785653021066383,68,14,0.07159269139618522,12,28,26,2,0.8571428571428571,0.48148148148148145,0.3,0.9285714285714286,0.6693121693121693,0.4444444444444444,0.27820828317722723
846,Rule-in,in-bag specificity >=90%; maximize MCC,0.3857080372507063,0.6111111111111112,0.9119496855345912,0.5230607966457023,68,14,0.3857080372507063,4,7,47,10,0.2857142857142857,0.8703703703703703,0.36363636363636365,0.8245614035087719,0.578042328042328,0.32,0.17139073417413403
847,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.09384406487750377,0.9444444444444444,0.42138364779874216,0.29683632549920097,73,13,0.09384406487750377,13,35,25,0,1.0,0.4166666666666667,0.2708333333333333,1.0,0.7083333333333334,0.4262295081967213,0.3359274061791062
847,Rule-in,in-bag specificity >=90%; maximize MCC,0.4205379487693174,0.4166666666666667,0.9559748427672956,0.4569899517284002,73,13,0.4205379487693174,5,6,54,8,0.38461538461538464,0.9,0.45454545454545453,0.8709677419354839,0.6423076923076924,0.4166666666666667,0.30437815889745695
848,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.2344560703524919,0.9166666666666666,0.8050314465408805,0.5963205110639734,73,15,0.2344560703524919,7,11,47,8,0.4666666666666667,0.8103448275862069,0.3888888888888889,0.8545454545454545,0.6385057471264368,0.42424242424242425,0.25968078717381976
848,Rule-in,in-bag specificity >=90%; maximize MCC,0.44318463226430926,0.5555555555555556,0.9622641509433962,0.5910148054337526,73,15,0.44318463226430926,2,3,55,13,0.13333333333333333,0.9482758620689655,0.4,0.8088235294117647,0.5408045977011494,0.2,0.13054470581514366
849,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.14280396712432702,0.9166666666666666,0.6226415094339622,0.41893366079440236,66,11,0.14280396712432702,8,21,34,3,0.7272727272727273,0.6181818181818182,0.27586206896551724,0.918918918918919,0.6727272727272727,0.4,0.2593992629766037
849,Rule-in,in-bag specificity >=90%; maximize MCC,0.4218272153693884,0.4166666666666667,0.949685534591195,0.4406770935939793,66,11,0.4218272153693884,3,5,50,8,0.2727272727272727,0.9090909090909091,0.375,0.8620689655172413,0.5909090909090908,0.3157894736842105,0.20761369963434992
850,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.11607634323678442,0.9722222222222222,0.4591194968553459,0.3448758090953705,75,11,0.11607634323678442,11,32,32,0,1.0,0.5,0.2558139534883721,1.0,0.75,0.4074074074074074,0.3576408488192953
850,Rule-in,in-bag specificity >=90%; maximize MCC,0.34953980732656964,0.4166666666666667,0.9748427672955975,0.5122228044594691,75,11,0.34953980732656964,4,3,61,7,0.36363636363636365,0.953125,0.5714285714285714,0.8970588235294118,0.6583806818181819,0.4444444444444444,0.3852255262483763
851,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.08867528288358827,1.0,0.49056603773584906,0.38851434494290565,78,16,0.08867528288358827,12,23,39,4,0.75,0.6290322580645161,0.34285714285714286,0.9069767441860465,0.689516129032258,0.47058823529411764,0.3077256933488254
851,Rule-in,in-bag specificity >=90%; maximize MCC,0.5455421646540207,0.25,0.9937106918238994,0.4286852402242577,78,16,0.5455421646540207,2,0,62,14,0.125,1.0,1.0,0.8157894736842105,0.5625,0.2222222222222222,0.31933318682925255
852,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.13949693761032936,0.9444444444444444,0.559748427672956,0.39211111064435006,72,12,0.13949693761032936,10,29,31,2,0.8333333333333334,0.5166666666666667,0.2564102564102564,0.9393939393939394,0.675,0.39215686274509803,0.261785157202368
852,Rule-in,in-bag specificity >=90%; maximize MCC,0.34022410255399665,0.3611111111111111,0.9182389937106918,0.3188369345103139,72,12,0.34022410255399665,5,7,53,7,0.4166666666666667,0.8833333333333333,0.4166666666666667,0.8833333333333333,0.65,0.4166666666666667,0.3
853,Rule-out,in-bag sensitivity >=90%; maximize MCC,0.10614989145300381,0.9166666666666666,0.5660377358490566,0.374963947125019,77,13,0.10614989145300381,11,25,39,2,0.8461538461538461,0.609375,0.3055555555555556,0.9512195121951219,0.7277644230769231,0.4489795918367347,0.34200650627369916
853,Rule-in,in-bag specificity >=90%; maximize MCC,0.3668048329953145,0.5833333333333334,0.9371069182389937,0.5522273598169167,77,13,0.3668048329953145,5,6,58,8,0.38461538461538464,0.90625,0.45454545454545453,0.8787878787878788,0.6454326923076923,0.4166666666666667,0.31137618438976383
