auc_in_bag,auc_oob,relative_overfit,weight_632plus,auc_632plus,iteration,n_in_bag,unique_in_bag,n_oob,events_oob
0.7758560447239693,0.7453703703703705,0.1105129829005698,0.6587922766546254,0.7557723179112104,110,195,129,66,12
0.8200559049615654,0.8333333333333334,0.0,0.632,0.8284472396925228,111,195,127,68,12
0.8413696715583507,0.8500797448165869,0.0,0.632,0.846874437857556,112,195,127,68,11
0.8167365478686234,0.8821428571428571,0.0,0.632,0.8580733353299391,113,195,129,66,10
0.8123689727463312,0.7985739750445633,0.04416250942109606,0.6424408219779398,0.8035065030836237,114,195,112,83,17
0.8511530398322851,0.7997658079625293,0.1463385647873046,0.6679720248140011,0.8168278065106578,115,195,120,75,14
0.8118448637316561,0.8418079096045198,0.0,0.632,0.8307815087233059,116,195,124,71,12
0.8209294199860238,0.826271186440678,0.0,0.632,0.8243054163853653,117,195,124,71,12
0.8640810621942697,0.7470238095238095,0.32151425829448854,0.7168111181568511,0.7801731220191881,118,195,127,68,12
0.8469601677148846,0.8165584415584416,0.08762310197355475,0.6530580538609027,0.8271060755971458,119,195,128,67,11
0.8523759608665269,0.7239669421487605,0.36440913393182706,0.7298785880915525,0.7586529675865819,120,195,129,66,11
0.8156883298392732,0.8452380952380952,0.0,0.632,0.8343637815713287,121,195,130,65,9
0.8831236897274632,0.7358490566037735,0.38440492476060195,0.7361343038152176,0.7747097802033143,122,195,128,67,14
0.7851153039832285,0.8140350877192981,0.0,0.632,0.8033926073044245,123,195,128,67,10
0.8198812019566737,0.8303571428571428,0.0,0.632,0.8265019966057702,124,195,125,70,14
0.8698462613556953,0.7694915254237288,0.27134176120669645,0.7021081437878046,0.799386383990187,125,195,126,69,10
0.8270440251572326,0.8005464480874317,0.08102143757881443,0.6514227483765642,0.8097829006771031,126,195,116,79,18
0.8445143256464012,0.7654545454545454,0.22948183662179636,0.6902949350152746,0.7899397598165422,127,195,134,61,11
0.8245981830887491,0.7490421455938697,0.23276790022642066,0.6912078915054403,0.7723732537214075,128,195,128,67,9
0.8654786862334032,0.7752976190476191,0.24674781480469804,0.695119029360811,0.8027921103444988,129,195,127,68,12
0.8724668064290706,0.7441520467836258,0.34449985188110976,0.7237546844220492,0.7795983980551906,130,195,126,69,12
0.7926275331935709,0.8134920634920635,0.0,0.632,0.8058139163422182,131,195,116,79,16
0.7739343116701607,0.8318713450292398,0.0,0.632,0.8105505167530986,132,195,126,69,12
0.833508036338225,0.8022988505747126,0.09357851194884491,0.6545403350890733,0.8130803654307185,133,195,122,73,15
0.8513277428371768,0.7912087912087913,0.1711192835011829,0.67447283333726,0.8107791431951139,134,195,119,76,13
0.8722921034241788,0.6791979949874687,0.5186629172650066,0.7810838821371606,0.7214694075886194,135,195,124,71,14
0.7978686233403215,0.9059829059829059,0.0,0.632,0.8661968499704348,136,195,121,74,9
0.8923829489867225,0.7040417209908736,0.47999340563145126,0.7675842125949598,0.747815195796361,137,195,123,72,13
0.7919287211740043,0.8756613756613757,0.0,0.632,0.8448477588100229,138,195,120,75,12
0.820230607966457,0.7496947496947498,0.22026582255714777,0.6877472985924167,0.7717197619861929,139,195,119,76,13
0.9121243885394829,0.6933744221879815,0.5307862685019049,0.7854145015647178,0.7403149927502196,140,195,125,70,11
0.8303633822501747,0.8275862068965517,0.008406426083626635,0.6339612000522706,0.8286027608302362,141,195,124,71,13
0.8934311670160726,0.6793103448275862,0.5442396031114104,0.7902767686999097,0.7242164555455877,142,195,127,68,10
0.8894129979035639,0.7555886736214605,0.3436565420326423,0.7234975581992978,0.7925914260577911,143,195,123,72,11
0.796470999301188,0.7988505747126436,0.0,0.632,0.797974890961228,144,195,125,70,12
0.8326345213137666,0.7074175824175825,0.37643999907655357,0.7336296575160125,0.7407716613161556,145,195,126,69,13
0.8588399720475193,0.6970899470899471,0.4507581026568369,0.7576838206846132,0.7362845951418344,146,195,120,75,12
0.7861635220125786,0.8415094339622642,0.0,0.632,0.8211421383647799,147,195,127,68,15
0.8778825995807127,0.7764102564102564,0.2685287528005973,0.7013016321650033,0.8067198796956644,148,195,115,80,15
0.8665269042627533,0.7041420118343196,0.44303676084859606,0.755111514718157,0.7439082021737737,149,195,130,65,13
0.8570929419986024,0.7615499254843516,0.26755784076691363,0.7010236940096009,0.7901150236249621,150,195,123,72,11
0.812019566736548,0.7746913580246914,0.11963419186263557,0.6611054190146565,0.7873416856750295,151,195,129,66,12
0.8340321453529,0.8290960451977402,0.014777320757392874,0.6354556421210642,0.830895472659229,152,195,124,71,12
0.8609364081062194,0.7409090909090909,0.3325442224764588,0.720126383533239,0.7745015702478543,153,195,128,67,12
0.8583158630328442,0.72,0.3860165772793761,0.7366431849878258,0.75642642515399,154,195,130,65,10
0.799266247379455,0.862937062937063,0.0,0.632,0.8395062028118632,155,195,127,68,13
0.8289657582110412,0.7489035087719298,0.24337563238952412,0.6941715542927133,0.7733888220777223,156,195,122,73,16
0.855695317959469,0.7655086848635236,0.25355023960765766,0.6970381851838071,0.7928317908984334,157,195,120,75,13
0.8686233403214536,0.7788018433179724,0.24366741651560483,0.6942534341829127,0.8062644575633366,158,195,119,76,14
0.7655485674353598,0.8381962864721485,0.0,0.632,0.8114619258666103,159,195,124,71,13
0.8432914046121593,0.7209908735332464,0.35625864625735243,0.7273590911815762,0.7543350014755772,160,195,123,72,13
0.8445143256464012,0.8084656084656084,0.10463633729353829,0.6573105117025473,0.8208191249100739,161,195,117,78,15
0.8525506638714186,0.711888111888112,0.3989853555760393,0.7407638447691364,0.7483529310492258,162,195,127,68,13
0.8460866526904263,0.7857142857142857,0.17444292204514317,0.6753543706587938,0.8053139107860731,163,195,122,73,17
0.79979035639413,0.8317610062893082,0.0,0.632,0.8199958071278826,164,195,130,65,12
0.859538784067086,0.8073979591836735,0.14502141964657567,0.66762999930987,0.8247280051861572,165,195,125,70,14
0.8342068483577918,0.6755447941888619,0.47474207948926,0.7657868583777895,0.7127055323520004,166,195,122,73,14
0.8057302585604472,0.8253968253968254,0.0,0.632,0.8181595288010381,167,195,122,73,10
0.9124737945492662,0.634768740031898,0.673267146148842,0.8401599763201113,0.6791571225219789,168,195,127,68,11
0.7225716282320056,0.84375,0.0,0.632,0.799156359189378,169,195,116,79,15
0.8326345213137665,0.7982456140350878,0.10338345864661609,0.6569954666249804,0.8100411651294878,170,195,128,67,10
0.8282669461914745,0.78125,0.1432277807344331,0.6671648046418968,0.7968988944707809,171,195,123,72,16
0.8300139762403913,0.8361823361823362,0.0,0.632,0.8339123797237005,172,195,128,67,13
0.8691474493361286,0.669047619047619,0.5420593604218784,0.789484707905475,0.7111716932688694,173,195,121,74,14
0.8073025856044724,0.9233511586452763,0.0,0.632,0.8806452837662605,174,195,133,62,11
0.8904612159329139,0.6643678160919539,0.5790418884517474,0.8031387628144724,0.7088768425041274,175,195,122,73,15
0.7725366876310272,0.7843137254901961,0.0,0.632,0.779979775558022,176,195,112,83,17
0.7765548567435361,0.7881944444444444,0.0,0.632,0.7839110761705101,177,195,125,70,16
0.8252969951083158,0.7666666666666667,0.18023630504833474,0.676896486348685,0.7856103317926941,178,195,128,67,12
0.837875611460517,0.75,0.26008273009307115,0.6988911862111868,0.7764601211278429,179,195,125,70,12
0.8459119496855345,0.7666232073011734,0.22921654616569856,0.6902213354188033,0.7911851680333233,180,195,123,72,13
0.8315863032844165,0.8183908045977011,0.03979506558627984,0.641392932767997,0.8231228036824079,181,195,122,73,15
0.8647798742138365,0.7937500000000001,0.1947198275862068,0.6807827813364188,0.816423958888565,182,195,119,76,16
0.8640810621942698,0.7472527472527473,0.32088544852460416,0.7166230368996475,0.7803592003450075,183,195,126,69,13
0.8750873515024458,0.7881773399014779,0.23170605794314875,0.6909126192995996,0.8150401277438625,184,195,123,72,14
0.8862683438155137,0.720679012345679,0.4286898839137646,0.7503780480120975,0.7620137444955509,185,195,129,66,12
0.8179594689028651,0.7681940700808625,0.15651491365777082,0.6706263959444981,0.7845854788481249,186,195,128,67,14
0.8466107617051013,0.806366047745358,0.11610924531530771,0.6602095679645623,0.8200408164888818,187,195,124,71,13
0.8013626834381551,0.7622641509433963,0.1297391304347823,0.6636870757443376,0.7754134927408136,188,195,127,68,15
0.7894828791055206,0.8777777777777778,0.0,0.632,0.8452852550663872,189,195,136,59,9
0.8584905660377359,0.8111111111111111,0.13216374269005854,0.6643095291953933,0.8270159426418955,190,195,120,75,15
0.8527253668763103,0.7809647979139505,0.20344601126327272,0.6831458540772882,0.8037024317034468,191,195,123,72,13
0.8546470999301188,0.7646103896103896,0.25387691126607376,0.6971306151775482,0.7918797526763633,192,195,128,67,11
0.8011879804332634,0.8742424242424242,0.0,0.632,0.8473583889206531,193,195,124,71,11
0.8651292802236199,0.7222222222222222,0.39138755980861256,0.738344170072712,0.759614687086045,194,195,129,66,12
0.8183088749126486,0.7676767676767677,0.1590659614808902,0.6712951146484232,0.7843197886808466,195,195,121,74,11
0.845737246680643,0.7598870056497176,0.2483106516730758,0.6955590140351954,0.7860233376744886,196,195,124,71,12
0.88277428371768,0.7376847290640394,0.3790472892913915,0.7344476660789271,0.7762135989298827,197,195,123,72,14
0.8612858141160027,0.7451205510907003,0.32153286535630127,0.716816685158877,0.7780166153435963,198,195,115,80,13
0.8245981830887492,0.8545454545454546,0.0,0.632,0.8435248586493871,199,195,127,68,13
0.8408455625436758,0.7175141242937852,0.3618396476383257,0.7290824208656377,0.7509267789756047,200,195,121,74,15
0.8067784765897974,0.8571428571428572,0.0,0.632,0.8386087650993312,201,195,119,76,13
0.8389238294898672,0.7683060109289618,0.20835896569207357,0.6844835269313194,0.7905870959771026,202,195,119,76,15
0.8574423480083857,0.7330246913580247,0.34807754969045274,0.7248475643936731,0.7672585126178033,203,195,129,66,12
0.8413696715583509,0.7674897119341564,0.21642215398612544,0.6866903192706114,0.7906370184963128,204,195,132,63,9
0.8518518518518519,0.7884097035040432,0.18030926372535105,0.6769159518099237,0.8089068496181285,205,195,128,67,14
0.8689727463312369,0.73342175066313,0.3673740053050398,0.7307994307307257,0.7699121558620012,206,195,124,71,13
0.8745632424877707,0.7576530612244898,0.3121240100517817,0.7140126623018251,0.7910878927137865,207,195,125,70,14
0.8183088749126486,0.8099489795918368,0.026263469163735943,0.6381678647496676,0.8129738583662354,208,195,125,70,14
0.7849406009783368,0.7990196078431373,0.0,0.632,0.7938385333168907,209,195,128,67,16
0.8656533892382948,0.7774193548387097,0.2413051184439681,0.6935910850457405,0.8044550495811233,210,195,118,77,15
0.8597134870719776,0.6809116809116809,0.4970672843426608,0.7734867924114206,0.7214126515476811,211,195,128,67,13
0.8261705101327743,0.7633333333333333,0.192651312265667,0.6802250171240364,0.7834270904683485,212,195,125,70,10
0.8555206149545772,0.726775956284153,0.3621299391791194,0.7291722820005625,0.7616435783964806,213,195,122,73,12
0.8425925925925926,0.730909090909091,0.3259950859950858,0.7181542277133869,0.7623866136927507,214,195,125,70,15
0.8701956673654787,0.7666666666666667,0.2796602170835299,0.704504001003302,0.797259072153292,215,195,128,67,12
0.8642557651991614,0.7909090909090909,0.2013603662524525,0.6825795654356639,0.8141908241360939,216,195,128,67,12
0.8581411600279525,0.6911111111111111,0.466380487804878,0.7629422709684519,0.730706875187366,217,195,120,75,15
0.8513277428371768,0.7465277777777777,0.2982968672302341,0.7099314842764627,0.7769269480904362,218,195,122,73,9
0.8095737246680643,0.8271604938271605,0.0,0.632,0.8206885627766132,219,195,129,66,12
0.8425925925925926,0.7586206896551724,0.24510717614165894,0.6946577396805625,0.7842608603014086,220,195,122,73,15
0.7921034241788959,0.8424317617866005,0.0,0.632,0.8239109335469652,221,195,120,75,13
0.8322851153039832,0.7962962962962963,0.10830704521556252,0.6582352786563516,0.8085960049959454,222,195,131,64,10
0.8403214535290007,0.7457627118644068,0.2778512511746075,0.703981597725333,0.7737538394930629,223,195,125,70,11
0.8639063591893781,0.7493261455525606,0.3148618064604624,0.7148263136240343,0.7820014074611176,224,195,128,67,14
0.861111111111111,0.8010204081632653,0.1664050235478807,0.6732263976775609,0.8206564636316205,225,195,125,70,14
0.8759608665269043,0.7150610583446404,0.4279695641427874,0.7501419568917075,0.7552631695535605,226,195,117,78,11
0.8176100628930818,0.764367816091954,0.1676340047797884,0.6735508923295463,0.7817487000505523,227,195,125,70,12
0.8462613556953179,0.7435064935064936,0.2967552124968873,0.7094793431071348,0.7733589035685267,228,195,128,67,11
0.8123689727463312,0.860632183908046,0.0,0.632,0.842871322200535,229,195,125,70,12
0.8350803633822501,0.7486338797814208,0.2579873160224958,0.6982957303884185,0.7747151529766986,230,195,122,73,12
0.8214535290006988,0.8265971316818774,0.0,0.632,0.8247042858952036,231,195,123,72,13
0.8116701607267645,0.8404558404558404,0.0,0.632,0.8298627103155405,232,195,128,67,13
0.8885394828791056,0.7488888888888889,0.3594244604316546,0.7283356459311102,0.7868269773005779,233,195,120,75,15
0.8099231306778476,0.80625,0.011851747463359388,0.6347685067024,0.8075915430025475,234,195,129,66,16
0.7658979734451432,0.8737373737373738,0.0,0.632,0.834052474429833,235,195,130,65,11
0.8618099231306778,0.7719298245614036,0.24841800299880534,0.6955892570444004,0.7992902921437989,236,195,127,68,11
0.8212788259958071,0.7247596153846154,0.30042194754674356,0.7105556797876971,0.7526965526873999,237,195,118,77,13
0.8146401118099231,0.7285921625544267,0.2734805449963695,0.7027225923763158,0.7541722738404351,238,195,129,66,13
0.8345562543675751,0.8289676425269645,0.016704550483370637,0.635909107892792,0.8310024051976533,239,195,125,70,11
0.8852201257861635,0.6413255360623782,0.6331304451605203,0.8239809795293429,0.6842556228436516,240,195,129,66,9
0.8698462613556953,0.7869674185463659,0.2240899840531893,0.6888021477263244,0.8127591364275568,241,195,124,71,14
0.8366526904262752,0.842032967032967,0.0,0.632,0.8400530252417044,242,195,126,69,13
0.8925576519916143,0.6738544474393531,0.5571237840930766,0.794990105737137,0.7186907682795615,243,195,128,67,14
0.8516771488469602,0.6742424242424243,0.5045386803956102,0.7760983654123869,0.7139703491139828,244,195,128,67,12
0.9128232005590498,0.6721311475409836,0.5830390653725817,0.8046428668083335,0.7191520570006096,245,195,119,76,15
0.8471348707197763,0.6734397677793904,0.5003677751538849,0.7746382849496549,0.7125839940738821,246,195,129,66,13
0.8549965059399022,0.6919242273180459,0.4593630525745596,0.760571220930974,0.730968423888481,247,195,119,76,17
0.8107966457023061,0.8535108958837773,0.0,0.632,0.8377920518169959,248,195,122,73,14
0.8013626834381551,0.8041871921182266,0.0,0.632,0.8031477729239603,249,195,123,72,14
0.8155136268343816,0.782312925170068,0.10522747304902035,0.6574592618464954,0.7936855180253762,250,195,118,77,14
0.8476589797344514,0.793956043956044,0.15447015296261493,0.6700913539301074,0.8116731067886768,251,195,129,66,14
0.939727463312369,0.7192008879023308,0.5015073967608495,0.775036678802369,0.7688112787189129,252,195,125,70,17
0.8183088749126486,0.8128205128205128,0.01724225280756593,0.636035741570698,0.8148180804593685,253,195,122,73,13
0.8860936408106219,0.703954802259887,0.47174783342280835,0.7647657905555258,0.7468000879555039,254,195,121,74,15
0.8265199161425576,0.8997175141242938,0.0,0.632,0.8727807980670148,255,195,124,71,12
0.845737246680643,0.6780626780626781,0.4849768725463522,0.7692977073983329,0.7167455854538382,256,195,128,67,13
0.8530747728860937,0.825925925925926,0.07689262741217222,0.6504041525750316,0.8354170500855765,257,195,126,69,9
0.8432914046121593,0.6244444444444444,0.6374961832061071,0.8257105307334424,0.6625871649826749,258,195,120,75,15
0.8114954577218727,0.8,0.0369040942232188,0.6407011747196474,0.8041303044555288,259,195,128,67,12
0.8127183787561145,0.7982456140350878,0.04628050573360739,0.6429502307574866,0.8034131113390315,260,195,124,71,14
0.8698462613556954,0.7044334975369458,0.4472473595174881,0.7565120741610848,0.7447095083064555,261,195,123,72,14
0.8867924528301887,0.7807692307692307,0.27410881801125736,0.7029032925795101,0.8122683809536527,262,195,114,81,16
0.7983927323549965,0.8388888888888888,0.0,0.632,0.8239863032844165,263,195,123,72,12
0.8654786862334032,0.7827426810477658,0.22637710023068283,0.6894345690640082,0.8084376241521657,264,195,125,70,11
0.8289657582110412,0.7890625,0.12129912373871483,0.6615294006797867,0.8025685797215203,265,195,123,72,16
0.8256464011180993,0.8434065934065934,0.0,0.632,0.8368708426444276,266,195,126,69,13
0.8223270440251571,0.757869249394673,0.19997637748774577,0.6822043064986084,0.778353658940838,267,195,122,73,14
